id,taxonomy,store,name,price,price_unit,quantity,image_url,description,out_of_stock
items_18036-70427,Agave syrup,Stater Bros.,Log Cabin All Natural Table Syrup,$7.99,,22 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_60da6b11-7eaf-4941-a149-980a3e1c134c.jpg,Top your pancakes with the sweet maple flavor of Log Cabin. Log Cabin All Natural Table Syrup for Pancakes and Waffles is an all-natural syrup with an amazing flavor that takes pancakes and waffles to next-level delicious. With no artificial flavors or colors and no high fructose corn syrup you can feel good about serving it to your family and guests. Log Cabin: The Best Traditions Start With the Best Ingredients.,False
items_18036-90709825,Agave syrup,Stater Bros.,Stater Bros. Markets Original Syrup,$2.99,,24 fl oz,,,False
items_10571-17425352,Agave syrup,Costco,"Kirkland Signature Organic Blue Agave, 36 oz, 2-count",$11.18,,2-count,https://www.instacart.com/assets/domains/product-image/file/large_2a1d4781-62b4-42dd-af8c-850ceb0a9849.jpeg,USDA Organic; All Purpose Sweetener; 72 oz. Total Net Weight; Product of Mexico.,False
items_10571-19231204,Agave syrup,Costco,"Kirkland Signature Organic Pure Maple Syrup, 33.8 oz",$15.66,,33.8 oz,https://www.instacart.com/assets/domains/product-image/file/large_03985832-5c9a-44e6-8854-58ce5d1e4188.jpeg,"USDA Organic; 100% Pure; U.S. Grade A - Amber Color, Rich-Taste; Flip Cap Plastic Jug; Gluten Free; Kosher.",False
items_10571-19682495,Agave syrup,Costco,"Kirkland Signature 100% U.S. Raw Unfiltered Honey, 3 lbs",$13.17,,3 lbs,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_e4615c03-224b-4148-8c57-a5c6f89e25fa.jpeg,,False
items_10571-17446045,Agave syrup,Costco,"Log Cabin Syrup, 36 fl oz, 3-count",$11.18,,3-count,https://www.instacart.com/assets/domains/product-image/file/large_5284027c-145c-4f3f-b34e-e1629b1f7300.jpeg,Kosher; No High Fructose Corn Syrup.,False
items_10571-70069774,Agave syrup,Costco,"Crown Organic Maple Madagascar Vanilla Infused Syrup, 25 fl oz",$19.89,,25 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_7f93dc0d-e617-4c5b-8676-0f534ea87b20.jpeg,"Limited Edition; Artisan Quality, Robust Flavor; Sweetener for Coffee, Tea & Lemonade; Use as a Basting Glaze on Meats, Seafood & Vegetables.",False
items_10571-20367809,Agave syrup,Costco,"Kirkland Signature Wild Flower Honey, 5 lbs",$16.16,,5 lbs,https://www.instacart.com/assets/domains/product-image/file/large_7604524e-49ab-4263-9b49-8e8d1f6f5e61.webp,Kosher; Grade A; Product of Argentina; True Source Certified.,False
items_10571-80437699,Agave syrup,Costco,"Egmont Honey Rich and Creamy Manuka Honey, UMF 12+, 17.6 oz",$21.01,,17.6 oz,https://www.instacart.com/assets/domains/product-image/file/large_8b1ab789-dd6a-489c-a375-be419ca9c7f8.jpeg,"Raw & Unpasteurized; UMF™ 12+, Non-GMO Project Verified; Made in New Zealand; Kosher Certified.",False
items_10571-19232650,Agave syrup,Costco,"Kirkland Signature Organic Raw Honey, 24 oz, 3-count",$24.37,,3-count,https://www.instacart.com/assets/domains/product-image/file/large_fc4aa38d-3265-443e-b177-48f33847b1dd.jpeg,Honey Bear Plastic Jar; 100% Grade A; USDA Organic; 72 oz. Total Net Weight.,False
items_10571-22217581,Agave syrup,Costco,"Honey Crisp Apples, 4 lbs",$10.31,,4 lbs,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_949564a8-2686-4f91-a7f5-75b23b80e9b4.jpeg,,False
items_10571-34703499,Agave syrup,Costco,"Wedderspoon Organic Manuka Honey Lemon Drops, 60-count",$18.65,,60-count,https://www.instacart.com/assets/domains/product-image/file/large_eefff8a9-f004-42ce-8f72-2c94996fc9cf.jpeg,,False
items_10571-33153,Agave syrup,Costco,"Cazadores Tequila 100% Agave Reposado, Mexico, 1 L",$30.09,,1 L,https://www.instacart.com/assets/domains/product-image/file/large_1ad646a7-a3b7-41f2-9a37-ff2c278f0a27.jpeg,Tequila Reposado; Made In Mexico; 40% Alcohol by Volume; 80 Proof; 100% Agave Tequila.,False
items_10571-22022112,Agave syrup,Costco,"Post Honey Bunches of Oats Cereal, Honey Roasted, 25oz, 2-count",$7.08,,2-count,https://www.instacart.com/assets/domains/product-image/file/large_68a99a29-751b-401f-85d0-e8fc1c455d2d.jpeg,Kosher; Honey Roasted; 2 bags per box; 50 oz box.,False
items_10571-20530639,Agave syrup,Costco,"Vonbee Honey Citron & Ginger Tea, 70.54 oz",$12.43,,70.54 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_501d8519-c4c7-4079-98c9-eb451a7f8fc8.jpeg,"No Artificial Preservatives, Flavors or Colors",False
items_10571-31895,Agave syrup,Costco,"General Mills, Cheerios Cereal, Honey Nut, 27.5 oz, 2-count",$10.81,,2-count,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_78476da6-bf91-4648-824e-6f06aa516768.jpeg,,False
items_10571-2784449,Agave syrup,Costco,"El Tesoro Reposado 100% Agave, Mexico, 750 ml",$56.09,,750 ml,https://www.instacart.com/assets/domains/product-image/file/large_7b751ea7-48fe-4db2-8317-dda9070747e0.jpeg,Product of Mexico 40% alcohol by volume.,False
items_10571-43459914,Agave syrup,Costco,"Baklava Made Better Mediterranean Baklava with Honey, 27.51 oz",$13.30,,27.51 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_9408bbbf-d438-4c83-a021-049d95601f1d.jpeg,,False
items_490257-158557,Agave syrup,Wrightwood Fine Foods,Wholesome Organic Raw Blue Agave,$7.99,,11.75 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_bd102217-40fe-4286-bcd1-9d2de46265be.png,,False
items_490257-3289966,Agave syrup,Wrightwood Fine Foods,Essential Everyday Honey,$6.79,,12 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f980b4a1-4e4d-4e33-91f0-aa9fe8b9ff95.png,,False
items_490257-97944,Agave syrup,Wrightwood Fine Foods,Smucker's Drizzle Caramel Flavored Syrup,$5.69,,20 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8f9229c9-75c6-467c-ac31-e387cb7964ed.jpg,,False
items_490257-40238,Agave syrup,Wrightwood Fine Foods,Nestlé NESQUIK Chocolate Syrup For Milk Or Ice Cream,$6.79,,22 oz,https://www.instacart.com/assets/domains/product-image/file/large_92816da4-9f03-4a85-99ff-b0c5ebefb504.png,"Start your day off right with Nestlé® Nesquik® Chocolate Syrup, just add two teaspoons to an eight-ounce glass of low-fat milk and stir for a cold, sweet and nostalgic chocolate milk. This twenty-two-ounce bottle has about thirty-one servings of Nesquik® Syrup that can be added to milk, your favorite dairy alternative, or poured on ice cream like chocolate sauce for an epic sundae. Any way you sweeten up your day, you can feel good about using Nesquik® chocolate syrup with no artificial sweeteners, flavors, colors*, or high fructose corn syrup. So go ahead, squeeze, stir, and spark some greatness with a sip. *Added colors from natural sources",False
items_490257-21043998,Agave syrup,Wrightwood Fine Foods,Mrs. Butterworth's Extra Buttery Pancake Syrup,$7.19,,24 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_ebdee4c8-f7d7-455e-b8a5-dc785ad427f5.jpg,"Indulge in thick, rich deliciousness and extra buttery flavor with Mrs. Butterworth's Extra Buttery Pancake and Waffle Syrup. Whether you enjoy your breakfast foods for breakfast, dinner or any time in between, the syrup makes the meal. Pancakes and waffles just aren't complete without the amazing flavor of Mrs. Butterworth's. So thick, so rich... that's Mrs. Butterworth's.",False
items_490257-97867,Agave syrup,Wrightwood Fine Foods,"Hershey's Strawberry Flavored Syrup Bottle, 22 oz",$6.79,,22 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c1f3bb32-c6b0-42b7-985f-22c2d09ab091.jpg,,False
items_490257-34738,Agave syrup,Wrightwood Fine Foods,Log Cabin Original Pancake Syrup,$7.59,,24 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_e3470700-80ce-4c57-98fb-d8294331cbc3.jpg,"Top your pancakes with the sweet maple flavor of Log Cabin. Log Cabin Original Syrup for Pancakes and Waffles has a thick, rich flavor that takes pancakes and waffles to next-level delicious. With no high fructose corn syrup and no artificial flavors, you can feel good about serving it to your family and guests. Log Cabin: The Best Traditions Start With the Best Ingredients.",False
items_490257-24621248,Agave syrup,Wrightwood Fine Foods,Pearl Milling Company Original Syrup,$7.99,,24 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_f65596ec-743f-446b-a518-fa6f3e91fd4e.png,Since 1889. New name same great taste - Aunt Jemima.,False
items_490257-37098,Agave syrup,Wrightwood Fine Foods,Mrs. Butterworth's Original Pancake Syrup,$7.19,,24 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_29cc1e17-57e2-4126-89f0-3ddb909f4c96.jpg,"Indulge in thick, rich deliciousness with Mrs. Butterworth's Original Thick N Rich Pancake Syrup. This thick syrup is a sweet and satisfying breakfast topping for all your favorite breakfast essentials, like buttermilk pancakes, Belgian waffles and even oatmeal or Greek yogurt. Great for more than just breakfast food, this original syrup is also perfect for adding to a variety of recipes. This squeezable syrup bottle of Mrs. Butterworth's Thick and Rich Pancake Syrup makes an easy and mess-free waffle syrup and pancake topping. Breakfast just isn't complete without the amazing flavor of Mrs. Butterworth's syrup. So thick, so rich and still just as sweet ... that's Mrs. Butterworth's.",False
items_155981-17134148,Agave syrup,Stater Bros. Now,Full Circle Organic Light Agave Nectar,$5.19,,11.75 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6e922f08-d624-4e6c-8db1-161b2902159f.jpg,In season year round.,False
items_155981-207359,Agave syrup,Stater Bros. Now,"In The Raw Agave Nectar, Organic",$9.09,,18.5 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_2b83a611-b73c-4b4c-90c0-753a31ac31b8.png,,False
items_155981-43501,Agave syrup,Stater Bros. Now,Pearl Milling Company Regular Syrup,$4.59,,12 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_9248b24a-643b-4df8-aa30-715e0ceb06e7.png,Give your pancakes what they deserve and top them with the classic taste of Aunt Jemima Original Syrup. Our rich and thick syrup is a great way to top your family’s favorite pancakes and waffles.,False
items_155981-37092,Agave syrup,Stater Bros. Now,"Pearl Milling Company Syrup, Original",$5.19,,24 fl oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_6cfa3bab-f181-4dab-90ff-e36bfcf97836.png,,False
items_155981-34738,Agave syrup,Stater Bros. Now,Log Cabin Original Pancake Syrup,$5.19,,24 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_e3470700-80ce-4c57-98fb-d8294331cbc3.jpg,"Top your pancakes with the sweet maple flavor of Log Cabin. Log Cabin Original Syrup for Pancakes and Waffles has a thick, rich flavor that takes pancakes and waffles to next-level delicious. With no high fructose corn syrup and no artificial flavors, you can feel good about serving it to your family and guests. Log Cabin: The Best Traditions Start With the Best Ingredients.",False
items_155981-19086051,Agave syrup,Stater Bros. Now,Full Circle Organic Raw Honey,$7.09,,12 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_329aec6c-f3a6-4fee-8848-ce7b577faf65.png,,False
items_155981-3162705,Agave syrup,Stater Bros. Now,Full Circle Organic Honey,$8.39,,16 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_18f69f5a-5fbe-4f8e-a3f9-a00b8c71338a.jpg,,False
items_155981-3281569,Agave syrup,Stater Bros. Now,Full Circle Organic 100% Pure Maple Syrup,$10.39,,12 fl oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_b909ba89-f852-4be7-b831-3c96798a872d.jpg,,False
items_155981-135614,Agave syrup,Stater Bros. Now,Log Cabin Sugar Free Syrup,$5.19,,24 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_305575e6-0fd9-49c7-9d0a-f27ad6f7306b.jpg,"Top your pancakes with the sweet maple flavor of Log Cabin. Log Cabin Sugar Free Syrup for Pancakes and Waffles has all the flavor you love, with no sugar, no high fructose corn syrup and 90% fewer calories than our original syrup. Thick, tasty maple syrup flavor that makes your pancakes, waffles and French toast decadently delicious. Log Cabin: The Best Traditions Start With the Best Ingredients.",False
items_155981-79718,Agave syrup,Stater Bros. Now,"Wild Mountain Honey, 100% Pure, Raw",$9.69,,1 lb,https://www.instacart.com/assets/domains/product-image/file/large_1f5d642b-c75d-44ba-a2bb-66ce48b2a338.png,"Raw 100% pure natural uncooked honey. Since 1925. Natural. Uncooked. Eat wild mountain honey for health. Unblended. Unfiltered. Undiluted. U.S. Grade A Fancy. Selected honey from the USA, Argentina, Vietnam.",False
items_155981-23050006,Agave syrup,Stater Bros. Now,Log Cabin Butter Rich Pancake Syrup,$5.19,,24 oz,https://www.instacart.com/assets/domains/product-image/file/large_487e0a29-b8f1-42c4-96cd-3a266da48f0d.jpg,"Top your pancakes with the buttery maple syrup flavor of Log Cabin. Log Cabin Artificially Flavored Butter Rich Syrup For Pancakes and Waffles has a thick, rich buttery flavor that takes pancakes and waffles to next-level delicious. Indulge in the comforting flavor you've come to expect, with no high fructose corn syrup, so you'll feel good about serving it to your family and guests at breakfast or anytime. Log Cabin: The Best Traditions Start With the Best Ingredients.",False
items_155981-143331,Agave syrup,Stater Bros. Now,"AUNT SUE'S Honey, Raw & Unfiltered, Wildflower",$10.39,,16 fl oz,https://www.instacart.com/assets/domains/product-image/file/large_702186fd-e708-40b6-bd17-9e3671ab6633.png,"Pure honey. Gluten free. Not pasteurized. Honey is sold by weight. 1 cup weighs 12 oz. US Grade A. www.auntsueshoney.com. Support the U.S.A. Honey Bee Pollination Agriculture. Trust this seal to know you're supporting USA honeybees and USA beekeepers, and getting the best honey nature provides. Product of the U.S.A.",False
items_155981-3170019,Agave syrup,Stater Bros. Now,Stater Bros. Honey Squeeze,$7.79,,16 oz,https://www.instacart.com/assets/domains/product-image/file/large_ea563af2-d920-4b41-853d-478e377d9a67.png,,False
items_155981-3151170,Agave syrup,Stater Bros. Now,Stater Bros. Pure & Natural Wild Honey,$10.39,,24 oz,https://www.instacart.com/assets/domains/product-image/file/large_f962b65c-0f67-4730-a2fb-5307bdbb7e4c.png,Since 1936.,False
items_155981-79719,Agave syrup,Stater Bros. Now,"Wild Mountain Honey, 100% Pure, Raw",$15.49,,32 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_f48caa8c-c295-4e8c-9eb9-cf35b0f4ac15.png,,False
items_155981-3163192,Agave syrup,Stater Bros. Now,Stater Bros. Honey Bottle,$14.89,,32 oz,https://www.instacart.com/assets/domains/product-image/file/large_13cb6967-bf77-42d8-90d3-55129961dc3e.png,,False
items_155981-3151203,Agave syrup,Stater Bros. Now,Stater Bros. Pure Clover Honey,$21.99,,80 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c70b2b4a-3d31-4454-8847-f18183a4aaa2.png,,False
items_155981-2625241,Agave syrup,Stater Bros. Now,Truvia Naturally Sweet Sweetener,$5.79,,40 ct,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_c1ec2ed0-46a5-4b64-babc-465a6a0aa6cd.JPG,,False
items_155981-97944,Agave syrup,Stater Bros. Now,Smucker's Drizzle Caramel Flavored Syrup,$7.79,,20 oz,https://d2lnr5mha7bycj.cloudfront.net/product-image/file/large_8f9229c9-75c6-467c-ac31-e387cb7964ed.jpg,,False
items_155981-24102997,Agave syrup,Stater Bros. Now,Sue Bee Hot Honey,$9.69,,12 oz,https://www.instacart.com/assets/domains/product-image/file/large_e9de6922-d7f9-425f-9f14-6f5d6ee3b5db.png,,False
